Adresas , Rajonas, Kambarių sk, Plotas, Kaina, Šildymas, Pastato tipas, Metai
 Daugėliškio g.,Šnipiškės,2,31.12,49000.0,Centriniskolektorinis,Mūrinis,2020,
 Didžioji g.,Senamiestis,2,53.37,215000.0,Centrinis,Mūrinis,1886statyba.2003renovacija,
 Didžioji g.,Senamiestis,2,53.37,215000.0,Centrinis,Mūrinis,1886,
 Kalvarijų g.,Šnipiškės,2,30.34,52000.0,Dujinis,Mūrinis,2019,
 Kalvarijų g.,Žirmūnai,2,30.34,52000.0,Dujinis,Mūrinis,2019,
 Jono Kairiūkščio g.,Visoriai,2,51,62000.0,Centrinis,Blokinis,1997,
 Gerosios Vilties g.,Naujamiestis,2,47.23,76700.0,Centrinis,Blokinis,1964,
 Perkūnkiemio g.,Pašilaičiai,2,58,85000.0,Centriniskolektorinis,Mūrinis,2007,
 Musninkų g.,Šeškinė,3,67,62800.0,Centrinis,Blokinis,1980,
 Musninkų g.,Šeškinė,3,66.87,62800.0,Centrinis,Blokinis,1980,
 Sidaronių g.,Pilaitė,1,34.5,68900.0,Centriniskolektorinis,Mūrinis,2018,
 Lazdynėlių g.,Lazdynėliai,2,41,98900.0,Centriniskolektorinis,Mūrinis,2018,
 Kviečių g.,Jeruzalė,3,75.45,135810.0,Centriniskolektorinis,Mūrinis,2018,
 Pakarvių g.,Pilaitė,2,42.57,56000.0,Dujinis,Mūrinis,2019,
 Didlaukio g.,Baltupiai,3,92.02,147000.0,Centrinis,Mūrinis,2002,
 S. Skapo g.,Senamiestis,4,117,288000.0,Dujinis,Mūrinis,1940,
 Pramonės g.,Naujoji Vilnia,1,28,25000.0,Elektra,Mūrinis,1989statyba.2019renovacija,
 Pramonės g.,Naujoji Vilnia,1,37.73,30000.0,Elektra,Mūrinis,1980statyba.2019renovacija,
 Bajorų kel.,Bajorai,2,44.18,77000.0,Centriniskolektorinis,Mūrinis,2010,
 Bokšto g.,Senamiestis,3,76.86,258000.0,Centriniskolektorinis,Mūrinis,2018,
 Eišiškių pl.,Burbiškės,1,32,57000.0,Centriniskolektorinis,Blokinis,2019,
 Eišiškių pl.,Naujininkai,1,32,57000.0,Centriniskolektorinis,Blokinis,2018,
 Vytenio g.,Naujamiestis,3,66.5,89500.0,Dujinis,Blokinis,2019,
 Rolando Jankausko g.,Karoliniškės,3,62,68700.0,Centrinis,Blokinis,1973,
 Laisvės pr.,Pašilaičiai,2,58,90000.0,Centriniskolektorinis,Mūrinis,2008,
 Savanorių pr.,Naujamiestis,3,74.66,115000.0,Centrinis,Mūrinis,1959,
 Pylimo g.,Senamiestis,3,70,112000.0,Elektra.dujinis.kietukuru,Mūrinis,1940,
 Laisvės pr.,Pašilaičiai,1,33.05,46400.0,Centrinis,Blokinis,1983,
 Laisvės pr.,Justiniškės,1,33.05,46400.0,Centrinis,Blokinis,1983,
 Laisvės pr.,Šeškinė,1,33.05,46400.0,Centrinis,Blokinis,1983,
 Balžio g.,Valakampiai,3,88.75,142000.0,Geoterminis,Mūrinis,2018,
 Balžio g.,Antakalnis,3,88.75,142000.0,Geoterminis,Mūrinis,2018,
 Pašto g.,Grigiškės,2,48.36,50000.0,Centrinis,Mūrinis,1953,
 Balžio g.,Antakalnis,2,62.06,119900.0,Geoterminis,Mūrinis,2018,
 Didlaukio g.,Verkiai,4,92.88,119000.0,Centrinis,Mūrinis,1985,
 Didlaukio g.,Baltupiai,4,92.88,119000.0,Centrinis,Mūrinis,1985,
 Didlaukio g.,Jeruzalė,4,92.88,119000.0,Centrinis,Mūrinis,1985,
 Naugarduko g.,Senamiestis,3,60,118000.0,Kita,Mūrinis,1940,
 Šiltnamių g.,Lazdynai,2,50.27,62900.0,Centrinis,Mūrinis,1986,
 Krivūlės g.,Užupis,4,132.85,369073.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,3,65.54,170928.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,3,72.82,189332.0,Dujinis,Mūrinis,2020,
 Didlaukio g.,Baltupiai,2,40.41,59900.0,Centrinis,Mūrinis,1981,
 Lazdynėlių g.,Lazdynėliai,3,68.7,131000.0,Dujinis,Mūrinis,2018,
 Gudų g.,Naujininkai,3,60.58,129000.0,Centriniskolektorinis,Mūrinis,2008,
 Gudų g.,Naujamiestis,3,60.58,129000.0,Centriniskolektorinis,Mūrinis,2008,
 Tuskulėnų g.,Šnipiškės,2,51,135000.0,Centriniskolektorinis,Mūrinis,2017,
 Piromonto g.,Žirmūnai,2,51,135000.0,Centriniskolektorinis,Mūrinis,2017,
 Vaidilutės g.,Antakalnis,3,82.26,190000.0,Geoterminis,Mūrinis,2019,
 Vaidilutės g.,Turniškės,3,82.26,190000.0,Geoterminis,Mūrinis,2019,
 Vaidilutės g.,Antakalnis,2,82.26,190000.0,Geoterminis,Mūrinis,2019,
 Vaidilutės g.,Antakalnis,3,82.26,190000.0,Geoterminis,Mūrinis,2019,
 A. Vivulskio g.,Naujamiestis,2,38,99000.0,Centriniskolektorinis,Blokinis,2016,
 Kazimiero Jelskio g.,Naujamiestis,3,75,176000.0,Geoterminis,Mūrinis,2018,
 Kazimiero Jelskio g.,Lazdynai,3,75,176000.0,Geoterminis,Mūrinis,2018,
 S. Skapo g.,Senamiestis,1,29.53,139000.0,Dujinis,Mūrinis,1940,
 Karaliaučiaus g.,Pilaitė,2,38.57,74800.0,Centriniskolektorinis,Blokinis,2018,
 Vaikų g.,Salininkai,3,63.48,75500.0,Centrinis,Mūrinis,1983,
 Ukmergės g.,Šeškinė,3,62,64999.0,Centrinis,Blokinis,1980,
 Panevėžio g.,Naujininkai,1,25,45000.0,Kita,Monolitinis,2019,
 Savanorių pr.,Naujamiestis,2,44,51000.0,Centrinis,Mūrinis,1962,
 Šviesos g.,Grigiškės,3,62.19,69900.0,Kita,Kita,1987,
 S. Stanevičiaus g.,Fabijoniškės,4,79,110000.0,Centrinis,Blokinis,1988,
 Žygio g.,Žirmūnai,3,77.52,109000.0,Centrinis,Mūrinis,1940,
 Bajorų kel.,Visoriai,2,45.17,89900.0,Centrinis,Mūrinis,2015,
 Stumbrų g.,Žvėrynas,3,51.94,145000.0,Centriniskolektorinis,Mūrinis,2015,
 Vingrių g.,Senamiestis,4,102.47,299000.0,Centriniskolektorinis,Mūrinis,2020,
 Vingrių g.,Senamiestis,2,29.14,99000.0,Centriniskolektorinis,Mūrinis,2020,
 Šaltinių g.,Senamiestis,1,39.79,140000.0,Centriniskolektorinis,Mūrinis,2009,
 Vilniaus g.,Senamiestis,2,43.47,165000.0,Centrinis,Mūrinis,1961,
 Pavilnionių g.,Pašilaičiai,2,43.94,76000.0,Centriniskolektorinis,Mūrinis,2007,
 Pavilnionių g.,Fabijoniškės,2,43.94,76000.0,Centriniskolektorinis,Mūrinis,2007,
 Pavilnionių g.,Justiniškės,2,43.94,76000.0,Centriniskolektorinis,Mūrinis,2007,
 Pavilnionių g.,Gineitiškės,2,43.94,76000.0,Centriniskolektorinis,Mūrinis,2007,
 Slucko g.,Šnipiškės,1,55,74900.0,Centrinis,Mūrinis,1940,
 Slucko g.,Senamiestis,1,55,74900.0,Centrinis,Mūrinis,1940,
 Slucko g.,Šnipiškės,2,55,74900.0,Centrinis,Mūrinis,1940,
 Slucko g.,Senamiestis,2,55,74900.0,Centrinis,Mūrinis,1940,
 Perkūnkiemio g.,Pašilaičiai,3,52.12,82000.0,Centrinis,Mūrinis,2008,
 Perkūnkiemio g.,Pašilaičiai,2,52.12,82000.0,Centrinis,Mūrinis,2008,
 Konstitucijos pr.,Šnipiškės,4,315,1300000.0,Centriniskolektorinis,Mūrinis,2004,
 Vytauto Vaitkaus g.,Karoliniškės,2,71,75000.0,Elektra,Blokinis,1980,
 Baltupio g.,Baltupiai,5,156,139000.0,Dujinis,Mūrinis,2000,
 Konstitucijos pr.,Šnipiškės,4,314,1500000.0,Centriniskolektorinis,Mūrinis,2004,
 Konstitucijos pr.,Šnipiškės,4,312.43,1500000.0,Centriniskolektorinis,Monolitinis,2004,
 Gelvonų g.,Šeškinė,2,50,67500.0,Centrinis,Blokinis,1983,
 Gelvonų g.,Šeškinė,2,50,67500.0,Centrinis,Blokinis,1983,
 Aguonų g.,Naujamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2019,
 Aguonų g.,Naujamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Aguonų g.,Senamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Lydos g.,Senamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2018,
 Aguonų g.,Senamiestis,4,93,299000.0,Centriniskolektorinis,Mūrinis,2019,
 Aguonų g.,Senamiestis,3,93,299000.0,Centriniskolektorinis,Mūrinis,2019,
 Aguonų g.,Naujamiestis,3,93,299000.0,Centriniskolektorinis,Mūrinis,2019,
 Loretos Asanavičiūtės g.,Karoliniškės,3,64,97900.0,Centrinis,Blokinis,1972,
 Architektų g.,Lazdynai,4,77.8,80999.0,Centrinis,Blokinis,1970,
 Architektų g.,Lazdynai,4,77.8,80999.0,Centrinis,Blokinis,1970,
 Pramonės g.,Naujoji Vilnia,3,85,84000.0,Kietukuru,Mūrinis,1940,
 Vaikų g.,Salininkai,1,19.5,16000.0,Centrinis,Mūrinis,1956,
 Architektų g.,Lazdynai,3,62,67000.0,Centrinis,Blokinis,1971,
 Pamėnkalnio g.,Naujamiestis,3,80,180000.0,Dujinis,Mūrinis,1940,
 Loretos Asanavičiūtės g.,Karoliniškės,3,63,70950.0,Centrinis,Blokinis,1975,
 Loretos Asanavičiūtės g.,Karoliniškės,3,63,70950.0,Centrinis,Blokinis,1975,
 Vaikų g.,Salininkai,3,68,66500.0,Centrinis,Blokinis,1987,
 Šiltnamių g.,Lazdynėliai,1,20.29,19000.0,Centrinis,Mūrinis,1967,
 Kalvarijų g.,Šnipiškės,4,78,85000.0,Centrinis,Blokinis,1968,
 Bazilijonų g.,Senamiestis,2,48,110000.0,Dujinis.kita,Mūrinis,1940,
 Žalgirio g.,Šnipiškės,3,92.06,305000.0,Centriniskolektorinis,Mūrinis,2016,
 Trinapolio g.,Žirmūnai,2,36.2,68800.0,Centriniskolektorinis,Mūrinis,2019,
 Algimanto Petro Kavoliuko g.,Karoliniškės,1,33,43000.0,Centrinis,Blokinis,1974,
 Savanorių pr.,Naujamiestis,1,33,57900.0,Centrinis,Blokinis,1976,
 Gerosios Vilties g.,Vilkpėdė,1,33,57890.0,Centrinis,Blokinis,1976,
 Nugalėtojų g.,Valakampiai,3,87.79,189000.0,Dujinis,Mūrinis,2017,
 Nugalėtojų g.,Antakalnis,3,87.79,189000.0,Dujinis,Mūrinis,2017,
 Nugalėtojų g.,Valakampiai,3,125.12,332000.0,Dujinis,Mūrinis,2017,
 Nugalėtojų g.,Antakalnis,3,125.12,332000.0,Dujinis,Mūrinis,2017,
 Visorių g.,Visoriai,2,53,96000.0,Centriniskolektorinis,Mūrinis,2018,
 Lazdynėlių g.,Lazdynėliai,2,39.07,61000.0,Centriniskolektorinis,Mūrinis,2019,
 Lazdynėlių g.,Lazdynėliai,1,31.06,47000.0,Centriniskolektorinis,Mūrinis,2019,
 Lazdynėlių g.,Lazdynėliai,3,61.06,90500.0,Centriniskolektorinis,Mūrinis,2019,
 Nugalėtojų g.,Valakampiai,3,125.75,332000.0,Dujinis,Mūrinis,2018,
 Visorių g.,Visoriai,2,54.5,83500.0,Centriniskolektorinis,Mūrinis,2019,
 Žirmūnų g.,Žirmūnai,1,23.36,22000.0,Centrinis,Blokinis,1965,
 Sauluvos g.,Pilaitė,4,100,119000.0,Dujinis,Mūrinis,2019,
 Aguonų g.,Senamiestis,5,144.96,416630.0,Centriniskolektorinis,Monolitinis,2017,
 Vinco Kudirkos g.,Naujamiestis,3,72.38,145000.0,Centrinis,Mūrinis,1940,
 Aguonų g.,Senamiestis,3,106,460000.0,Centriniskolektorinis,Monolitinis,2017,
 Aguonų g.,Senamiestis,4,123,297575.0,Centriniskolektorinis,Mūrinis,2016,
 Aguonų g.,Naujamiestis,5,121.88,290500.0,Centriniskolektorinis,Monolitinis,2019,
 Aguonų g.,Senamiestis,5,121.88,290500.0,Centriniskolektorinis,Monolitinis,2019,
 Aguonų g.,Senamiestis,2,60,171741.0,Centriniskolektorinis,Mūrinis,2016,
 Aguonų g.,Senamiestis,3,70.77,177659.0,Centriniskolektorinis,Mūrinis,2016,
 Pavilnionių g.,Pašilaičiai,1,24.56,49900.0,Centriniskolektorinis,Mūrinis,2016,
 Kviečių g.,Jeruzalė,2,60.46,97950.0,Centriniskolektorinis,Mūrinis,2018,
 Sporto g.,Šnipiškės,4,166.62,790000.0,Centriniskolektorinis,Monolitinis,2016,
 Verkių g.,Verkiai,3,105,250000.0,Centriniskolektorinis,Mūrinis,2014,
 Olimpiečių g.,Šnipiškės,3,104.39,565000.0,Centriniskolektorinis,Mūrinis,2006,
 Jaunimo skg.,Grigiškės,1,18,14999.0,Centrinis,Mūrinis,1971,
 Leičių g.,Pašilaičiai,3,58.58,62500.0,Centriniskolektorinis,Mūrinis,2019,
 Žvorūnos g.,Balsiai,4,103,110000.0,Dujinis,Mūrinis,2019,
 Sakalų g.,Žvėrynas,2,60.48,122000.0,Centriniskolektorinis,Mūrinis,2004,
 Vilkpėdės g.,Vilkpėdė,3,83.4,147000.0,Centriniskolektorinis,Mūrinis,2009,
 Vilkpėdės g.,Naujamiestis,3,83.4,147000.0,Centriniskolektorinis,Mūrinis,2009,
 Smolensko g.,Naujamiestis,3,95,141000.0,Dujinis,Blokinis,2013,
 Mindaugo g.,Naujamiestis,3,72,120000.0,Dujinis,Mūrinis,1940,
 Labdarių g.,Senamiestis,3,61,228300.0,Centriniskolektorinis,Mūrinis,2019,
 Labdarių g.,Senamiestis,2,41,163800.0,Centriniskolektorinis,Mūrinis,2019,
 Savanorių pr.,Naujamiestis,2,64,145000.0,Centriniskolektorinis,Monolitinis,2009,
 Kernavės g.,Šnipiškės,4,96.07,177900.0,Centriniskolektorinis,Mūrinis,2020,
 Vytauto g.,Žvėrynas,6,267.59,290000.0,Kietukuru,Karkasinis,1940,
 M. Mažvydo g.,Pilaitė,3,79,117500.0,Centriniskolektorinis,Mūrinis,2006,
 Zujūnų g.,Pilaitė,3,66.5,101500.0,Dujinis,Mūrinis,2013,
 Sūduvių g.,Justiniškės,3,66.5,101500.0,Dujinis,Mūrinis,2013,
 Virginijaus Druskio g.,Karoliniškės,4,63.7,74900.0,Centrinis,Blokinis,1973,
 Virginijaus Druskio g.,Karoliniškės,3,63.7,74900.0,Centrinis,Blokinis,1973,
 Naugarduko g.,Naujamiestis,2,38,76000.0,Centrinis,Mūrinis,1910,
 Skroblų g.,Naujamiestis,1,19.14,38500.0,Centrinis,Mūrinis,1963,
 Savanorių pr.,Naujamiestis,2,45,57900.0,Centrinis,Blokinis,1964,
 Architektų g.,Lazdynai,2,47,59300.0,Centrinis,Blokinis,1970,
 Architektų g.,Lazdynai,2,48.2,59900.0,Centrinis,Blokinis,1970,
 Mindaugo g.,Senamiestis,3,71,180000.0,Centriniskolektorinis,Mūrinis,2002,
 Literatų g.,Senamiestis,3,77,210000.0,Dujinis,Mūrinis,1940,
 Pilies g.,Senamiestis,3,77,210000.0,Dujinis,Mūrinis,1940,
 Broniaus Kazio Balučio g.,Pavilnys,4,140,120000.0,Dujinis,Mūrinis,2019,
 Broniaus Kazio Balučio g.,Kalnėnai,4,140,120000.0,Dujinis,Mūrinis,2019,
 Linkmenų g.,Šnipiškės,2,46,115000.0,Centriniskolektorinis,Mūrinis,2017,
 Ukmergės g.,Pašilaičiai,2,57,94000.0,Centriniskolektorinis,Mūrinis,2003,
 Vaduvos g.,Žemieji Paneriai,2,51.12,55000.0,Centrinis,Mūrinis,1957,
 Konstitucijos pr.,Senamiestis,4,132.87,651063.0,Centriniskolektorinis,Monolitinis,2019,
 Konstitucijos pr.,Senamiestis,3,85.26,387933.0,Centriniskolektorinis,Monolitinis,2019,
 P. Vileišio g.,Antakalnis,1,37.57,73000.0,Kita.dujinis,Mūrinis,2002,
 Baltupio g.,Jeruzalė,5,126,139000.0,Dujinis,Mūrinis,2000,
 Perkūnkiemio g.,Pašilaičiai,2,40,59990.0,Centriniskolektorinis,Monolitinis,2018,
 Perkūnkiemio g.,Pašilaičiai,2,40,59990.0,Centriniskolektorinis,Monolitinis,2018,
 Pylimo g.,Naujamiestis,4,92,205000.0,Centriniskolektorinis,Mūrinis,1940,
 Pylimo g.,Senamiestis,4,92,205000.0,Centriniskolektorinis,Mūrinis,1940,
 Šv. Stepono g.,Naujamiestis,5,120,312000.0,Centriniskolektorinis,Mūrinis,2010,
 Šv. Stepono g.,Senamiestis,5,120,312000.0,Centriniskolektorinis,Mūrinis,2010,
 Šv. Stepono g.,Senamiestis,5,120,312000.0,Centriniskolektorinis,Mūrinis,2010,
 Verkių g.,Žirmūnai,3,60.55,79000.0,Centrinis,Mūrinis,1972,
 Erfurto g.,Lazdynai,3,63,68000.0,Centrinis,Blokinis,1969,
 Erfurto g.,Lazdynai,3,63,68000.0,Centrinis,Monolitinis,1969,
 Buivydiškių g.,Šeškinė,1,43.42,59000.0,Centrinis,Mūrinis,1990,
 Buivydiškių g.,Šeškinė,1,43.42,59000.0,Centrinis,Mūrinis,1990,
 Peteliškių g.,Antakalnis,2,48.18,127500.0,Centriniskolektorinis,Mūrinis,2019,
 Savanorių pr.,Naujamiestis,3,47.86,63000.0,Centrinis,Blokinis,1964,
 Santariškių g.,Santariškės,5,117,294000.0,Centrinis,Mūrinis,2016,
 Ukmergės g.,Pašilaičiai,1,43,70000.0,Dujinis,Blokinis,2006,
 M. Valančiaus g.,Senamiestis,3,89,240000.0,Centrinis,Mūrinis,1962,
 Labdarių g.,Senamiestis,3,77.56,279200.0,Centriniskolektorinis,Mūrinis,2019,
 Tuskulėnų g.,Žirmūnai,2,47,82000.0,Centrinis,Blokinis,1976statyba.2014renovacija,
 Šv. Dvasios g.,Senamiestis,2,40,109000.0,Kita,Mūrinis,1940,
 Kanklių g.,Antakalnis,4,104,238800.0,Centriniskolektorinis,Mūrinis,2019,
 Jurgio Baltrušaičio g.,Pašilaičiai,3,73,97000.0,Elektra,Mūrinis,2002,
 Kareivių g.,Žirmūnai,3,70,130000.0,Centriniskolektorinis,Monolitinis,2007,
 Kareivių g.,Žirmūnai,3,70,140000.0,Centriniskolektorinis,Monolitinis,2007,
 Linkmenų g.,Šnipiškės,2,66,135000.0,Centriniskolektorinis,Mūrinis,2018,
 M. Mažvydo g.,Pilaitė,4,87,147000.0,Centriniskolektorinis,Mūrinis,2008,
 Polocko g.,Užupis,1,11,29500.0,Centrinis,Mūrinis,1940,
 Bitėnų g.,Pilaitė,4,112.19,154000.0,Centrinis,Mūrinis,1994,
 Birželio 23-iosios g.,Naujamiestis,1,42.15,89700.0,Centriniskolektorinis,Mūrinis,2009,
 Birželio 23-iosios g.,Naujamiestis,2,42.15,85000.0,Centriniskolektorinis,Mūrinis,2009,
 Erfurto g.,Lazdynai,3,64,69000.0,Centrinis,Blokinis,1969,
 Stepono Batoro g.,Rasos,1,29.38,19600.0,Kietukuru,Medinis,1911,
 Vido Maciulevičiaus g.,Karoliniškės,2,47,60300.0,Centrinis,Blokinis,1973,
 Vido Maciulevičiaus g.,Karoliniškės,2,47,60300.0,Centrinis,Blokinis,1973,
 Rudaminos g.,Naujininkai,3,35.93,22500.0,Kietukuru,Medinis,1940,
 Mindaugo g.,Naujamiestis,4,82.64,125000.0,Kita,Mūrinis,1940,
 Ateities g.,Jeruzalė,2,58.45,100000.0,Dujinis,Mūrinis,2005,
 Taikos g.,Justiniškės,2,49.58,63000.0,Centrinis,Blokinis,1983,
 Konduktorių g.,Naujininkai,2,50.84,31600.0,Kietukuru,Medinis,1940,
 Kalvarijų g.,Verkiai,3,48.29,48000.0,Kietukuru,Medinis,1940,
 Didžioji g.,Senamiestis,8,210,650000.0,Centriniskolektorinis,Mūrinis,2004,
 M. Mažvydo g.,Pilaitė,2,46,80000.0,Centriniskolektorinis,Mūrinis,2014,
 Vytenio g.,Naujamiestis,2,35,50000.0,Dujinis,Blokinis,2019,
 Treniotos g.,Žvėrynas,3,70.89,180000.0,Dujinis,Medinis,1938,
 Peteliškių g.,Užupis,3,60.38,99800.0,Centrinis,Mūrinis,1980,
 Kanklių g.,Antakalnis,4,114,149000.0,Centriniskolektorinis,Mūrinis,1985,
 Lazdynėlių g.,Lazdynėliai,2,39.68,63000.0,Centriniskolektorinis,Mūrinis,2019,
 Lazdynėlių g.,Lazdynėliai,1,29.58,50000.0,Centriniskolektorinis,Mūrinis,2019,
 Šermukšnių g.,Senamiestis,4,135,259000.0,Dujinis,Mūrinis,1995,
 Viršuliškių g.,Viršuliškės,1,33,46000.0,Centrinis,Blokinis,1977,
 Dociškių g.,Pašilaičiai,3,62.36,104900.0,Centriniskolektorinis,Mūrinis,2017,
 Subačiaus g.,Senamiestis,4,71.5,120000.0,Centrinis,Mūrinis,1969,
 Krivūlės g.,Senamiestis,2,38.57,99215.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,2,38.57,99215.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Senamiestis,2,42.85,103573.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,2,42.85,103573.0,Dujinis,Mūrinis,2020,
 Jono Kairiūkščio g.,Santariškės,2,57.46,89000.0,Centriniskolektorinis,Mūrinis,2008,
 Zanavykų g.,Naujininkai,3,55.06,67000.0,Centrinis,Mūrinis,1959,
 Polocko g.,Užupis,4,89,280000.0,Centriniskolektorinis,Mūrinis,2016,
 Polocko g.,Užupis,4,90,283000.0,Centriniskolektorinis,Mūrinis,2016,
 Polocko g.,Užupis,4,89.2,279990.0,Centriniskolektorinis,Mūrinis,2016,
 Lizdeikos g.,Valakampiai,2,60,107100.0,Dujinis,Mūrinis,1972,
 Gilužio g.,Pilaitė,4,111,135000.0,Centriniskolektorinis,Mūrinis,2002,
 Sidaronių g.,Pilaitė,3,61.08,90000.0,Centriniskolektorinis,Mūrinis,2018,
 Raugyklos g.,Senamiestis,2,54.56,136000.0,Centrinis,Mūrinis,1974,
 Linkmenų g.,Šnipiškės,2,43.7,130000.0,Centrinis,Mūrinis,2017,
 Buivydiškių g.,Šeškinė,1,37,51000.0,Centrinis,Mūrinis,1990,
 Pylimo g.,Senamiestis,4,82.69,285238.0,Centrinis,Mūrinis,2019,
 Petro Rimšos g.,Antakalnis,3,109,175000.0,Elektra,Mūrinis,1997,
 Brolių g.,Naujininkai,3,62.62,148000.0,Dujinis,Mūrinis,2013,
 Brolių g.,Naujininkai,3,62.62,148000.0,Dujinis,Mūrinis,2013,
 Jaunimo skg.,Grigiškės,1,18,16000.0,Centrinis,Mūrinis,1971,
 Latvių g.,Žvėrynas,3,112,380000.0,Centriniskolektorinis.kita,Mūrinis,2007,
 Gedimino pr.,Naujamiestis,2,58,110000.0,Centrinis,Mūrinis,1930,
 Gedimino pr.,Senamiestis,2,58,110000.0,Centrinis,Mūrinis,1930,
 Gedimino pr.,Senamiestis,2,58,109999.0,Centrinis,Mūrinis,1940,
 Gedimino pr.,Senamiestis,2,58,110000.0,Centrinis,Mūrinis,1940,
 A. Rotundo g.,Senamiestis,2,58,110000.0,Centriniskolektorinis,Mūrinis,1950,
 Gedimino pr.,Naujamiestis,2,58,110000.0,Centrinis,Mūrinis,1940,
 Gedimino pr.,Senamiestis,2,58,110000.0,Centrinis,Mūrinis,1930,
 Vilniaus g.,Senamiestis,2,52.46,272900.0,Centriniskolektorinis,Mūrinis,1882,
 Eitminų g.,Pašilaičiai,2,42,66000.0,Centriniskolektorinis,Mūrinis,2012,
 Mindaugo g.,Senamiestis,4,92,240000.0,Centrinis,Mūrinis,2018,
 Eišiškių pl.,Naujininkai,3,56,111000.0,Centrinis,Monolitinis,2018,
 Naujoji g.,Naujoji Vilnia,2,51,38000.0,Dujinis.kietukuru.kita,Mūrinis,1960,
 P. Vileišio g.,Antakalnis,2,31,35000.0,Elektra.kietukuru,Mūrinis,1940,
 Gailašių g.,Tarandė,3,77,70000.0,Dujinis,Mūrinis,2017,
 Gailašių g.,Tarandė,4,77,70000.0,Dujinis,Mūrinis,2017,
 Pylimėlių g.,Antakalnis,5,173,159000.0,Dujinis,Mūrinis,2019,
 Pylimėlių g.,Antakalnis,4,137,129500.0,Dujinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,87000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,2,53.18,63500.0,Centriniskolektorinis,Mūrinis,2019,
 Rodūnios kel.,Naujininkai,1,22,22000.0,Centrinis,Mūrinis,1971,
 Architektų g.,Lazdynai,3,61,82900.0,Centrinis,Blokinis,1970,
 Šaltkalvių g.,Naujininkai,2,44.25,45000.0,Centrinis,Mūrinis,1969,
 Bitėnų g.,Pilaitė,3,85,130000.0,Centriniskolektorinis,Mūrinis,2018,
 Liepkalnio g.,Liepkalnis,2,41,49000.0,Elektra,Karkasinis,2009,
 Priegliaus g.,Pilaitė,3,64,139000.0,Centriniskolektorinis,Mūrinis,2016,
 Pramonės g.,Naujoji Vilnia,1,19,19999.0,Dujinis,Mūrinis,1990,
 Kanklių g.,Antakalnis,2,45,109900.0,Centriniskolektorinis,Mūrinis,2019,
 Pašilaičių g.,Pašilaičiai,2,54,75000.0,Centrinis,Monolitinis,1990,
 Krivių g.,Užupis,3,63,190000.0,Centriniskolektorinis,Mūrinis,2017,
 Savanorių pr.,Naujamiestis,3,95,238000.0,Centrinis,Monolitinis,2006,
 Savanorių pr.,Naujamiestis,3,95,237500.0,Kita.centrinis.centriniskolektorinis,Mūrinis,2009,
 S. Konarskio g.,Senamiestis,3,95,238000.0,Centrinis,Monolitinis,2006,
 Viršuliškių g.,Viršuliškės,3,64,65000.0,Centrinis.kita,Blokinis,1978,
 Pilies g.,Senamiestis,3,94.96,255000.0,Dujinis,Mūrinis,1940,
 Pilies g.,Senamiestis,2,94.96,255000.0,Dujinis,Mūrinis,1940,
 Tverečiaus g.,Antakalnis,3,50,75000.0,Centrinis,Mūrinis,1963,
 Loretos Asanavičiūtės g.,Karoliniškės,2,55,74500.0,Centrinis,Blokinis,1972,
 Kviečių g.,Jeruzalė,3,56.01,89620.0,Centriniskolektorinis,Mūrinis,2018,
 Kviečių g.,Jeruzalė,2,56.79,94270.0,Centriniskolektorinis,Mūrinis,2018,
 Kviečių g.,Jeruzalė,2,56.55,93870.0,Centriniskolektorinis,Mūrinis,2018,
 Gilužio g.,Pilaitė,4,91,142000.0,Elektra,Mūrinis,2019,
 Karaliaučiaus g.,Pilaitė,4,91,142000.0,Elektra,Mūrinis,2019,
 Garvežių g.,Naujininkai,2,40,40000.0,Elektra,Medinis,2017,
 Vilniaus g.,Grigiškės,2,47.86,64500.0,Centrinis,Mūrinis,1988,
 Dūmų g.,Naujoji Vilnia,2,33,44000.0,Elektra,Mūrinis,1965,
 Rato g.,Antakalnis,3,71.78,180000.0,Dujinis,Mūrinis,2019,
 Rato g.,Valakampiai,3,71.78,180000.0,Dujinis,Mūrinis,2019,
 Rato g.,Valakampiai,3,71.2,189000.0,Dujinis,Mūrinis,2019,
 Rato g.,Antakalnis,2,44.57,114400.0,Dujinis,Mūrinis,2019,
 K. Kalinausko g.,Naujamiestis,4,144.58,840000.0,Centriniskolektorinis,Mūrinis,2018,
 K. Kalinausko g.,Senamiestis,4,144.58,840000.0,Centriniskolektorinis,Mūrinis,2018,
 Švitrigailos g.,Senamiestis,2,41.05,88000.0,Centrinis,Mūrinis,1940,
 Švitrigailos g.,Naujamiestis,2,41.05,88000.0,Centrinis,Mūrinis,1940,
